school_code,name,type,phone,address,postcode,state,city,ppd,location,integration,
WEA0222,SEKOLAH MENENGAH KEBANGSAAN BANDAR TUN RAZAK,SMK,391314375,"JALAN JAYA, BANDAR TUN RAZAK",56000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEA0223,SEKOLAH MENENGAH KEBANGSAAN DESA PERDANA,SMK,379803603,"JALAN DESA UTAMA, TAMAN DESA",58100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,Y,
WEA0224,SEKOLAH MENENGAH KEBANGSAAN TAMAN MELATI,SMK,341055193,JALAN TAMAN MELATI 1,53100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,N,
WEA0225,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 5 WANGSA MAJU,SMK,341427822,JLN. 8/27A WANGSA MAJU,53300,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,Y,
WEA0226,SEKOLAH MENENGAH KEBANGSAAN DESA TUN HUSSEIN ONN,SMK,341436806,"PERUMAHAN TENTERA, JALAN JELATEK",54200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,N,
WEA0227,SEKOLAH MENENGAH KEBANGSAAN MENJALARA,SMK,362725898,"BANDAR MENJALARA, KEPONG",52100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,Y,
WEA0228,SEKOLAH MENENGAH KEBANGSAAN SEGAMBUT JAYA,SMK,362587622,JALAN 4/38A SEGAMBUT,51200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,N,
WEA0229,SEKOLAH MENENGAH KEBANGSAAN WANGSA MELAWATI,SMK,341436171,JALAN GENTING KELANG,53300,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,N,
WEA0230,SEKOLAH SUKAN BUKIT JALIL,SUKAN,390587335,KOMPLEKS SUKAN NEGARA,57000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEA0231,SEKOLAH MENENGAH KEBANGSAAN DATO' IBRAHIM YAACOB,SMK,362516658,BATU 5  JALAN IPOH,51200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,Y,
WEA0232,SEKOLAH MENENGAH KEBANGSAAN TAMAN SETIAWANGSA,SMK,342522891,JALAN BUKIT SETIAWANGSA,54200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,Y,
WEA0233,SEKOLAH MENENGAH KEBANGSAAN BANDAR TASIK SELATAN,SMK,391734288,"JALAN 21/146, BANDAR TASIK SELATAN",57000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,Y,
WEA0234,SEKOLAH MENENGAH KEBANGSAAN BATU MUDA,SMK,362506791,KAMPUNG BATU MUDA,51100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,Y,
WEA0235,SEKOLAH MENENGAH KEBANGSAAN SETAPAK INDAH,SMK,340224964,"JALAN 2/6, TAMAN SETAPAK INDAH",53100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,N,
WEA0236,SEKOLAH MENENGAH KEBANGSAAN SINAR BINTANG,SMK,362733162,"JALAN 34/38A TAMAN SRI BINTANG, SEGAMBUT",52100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,Y,
WEA0237,SEKOLAH MENENGAH KEBANGSAAN SERI SAUJANA,SMK,390565755,"JALAN MESRA RIA, BANDAR BARU SERI PETALING",57000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEA0238,SEKOLAH MENENGAH KEBANGSAAN MIHARJA,SMK,392810024,"TAMAN MIHARJA, JALAN CHERAS",55200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,Y,
WEA0239,SEKOLAH MENENGAH KEBANGSAAN BUKIT JALIL,SMK,389963191,"JALAN 3/155A, BUKIT JALIL GOLF & COUNTRY RESORT",57000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEA0240,SEKOLAH MENENGAH KEBANGSAAN DESA PETALING,SMK,390589302,JALAN 3/125 DESA PETALING,57100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,Y,
WEA0241,SEKOLAH MENENGAH KEBANGSAAN SERI BINTANG SELATAN,SMK,392004326,"JALAN 3/91A, TAMAN SHAMELIN PERKASA",56100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEA0242,SEKOLAH MENENGAH KEBANGSAAN DANAU KOTA,SMK,341438794,LOT 21570 JALAN GENTING KLANG,53300,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,Y,
WEA0243,SEKOLAH MENENGAH KEBANGSAAN SEGAMBUT,SMK,362570950,"JALAN SEGAMBUT, SEGAMBUT",51200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,Y,
WEA0244,SEKOLAH MENENGAH KEBANGSAAN SERI MULIA,SMK,391724573,"JALAN BUDIMAN 19, TAMAN MULIA, BANDAR TUN RAZAK",56000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEA0245,SEKOLAH MENENGAH KEBANGSAAN SERI TASIK,SMK,391726824,"JALAN 6/106, BANDAR SRI PERMAISURI, CHERAS",56000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,Y,
WEA0246,SEKOLAH MENENGAH KEBANGSAAN SERI PERMAISURI,SMK,391731171,BANDAR SRI PERMAISURI,56000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEA0247,SEKOLAH MENENGAH SAINS ALAM SHAH,SBP,391315014,"JALAN YAACOB LATIF, BANDAR TUN RAZAK",56000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEA0248,SEKOLAH MENENGAH SAINS SERI PUTERI,SBP,340411715,JALAN KOLAM AYER,51200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,N,
WEA0249,SEKOLAH MENENGAH KEBANGSAAN KIARAMAS,SMK,362014523,PERSIARAN DUTAMAS,50480,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,Y,
WEA0250,SEKOLAH MENENGAH KEBANGSAAN SERI MUTIARA,SMK,391325370,"JALAN 31/119, TAMAN TAYNTON VIEW, CHERAS",56000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEA0251,SEKOLAH MENENGAH KEBANGSAAN COCHRANE PERKASA,SMK,392004300,OFF JALAN COCHRANE,55100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,Y,
WEA0252,SEKOLAH MENENGAH KEBANGSAAN ALAM DAMAI,SMK,391001703,"PERSIARAN BESTARI, TAMAN ALAM DAMAI, CHERAS",56000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,Y,
WEA0253,SEKOLAH MENENGAH KEBANGSAAN SENTUL UTAMA,SMK,340430214,"BATU 2 1/2, JALAN SULTAN AZLAN SHAH",51200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,Y,
WEA0255,SEKOLAH BIMBINGAN JALINAN KASIH,SBJK,326911040,"LORONG HAJI HUSSEIN 2, OFF JALAN RAJA MUDA ABDUL AZIZ",50300,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,N,
WEA0256,KOLEJ TINGKATAN ENAM DESA MAHKOTA,KT6,362701480,"JALAN SRI BINTANG  UTAMA, DESA PARK CITY",52200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KEPONG,PPW SENTUL,Bandar,N,
WEA0257,SEKOLAH MENENGAH KEBANGSAAN ORKID DESA,SMK,391017086,"JALAN 13/142, TAMAN ORKID DESA",56000,WILAYAH PERSEKUTUAN KUALA LUMPUR,CHERAS,PPW BANGSAR PUDU,Bandar,Y,
WEA0258,SEKOLAH SENI MALAYSIA KUALA LUMPUR,SENI,N,JALAN SELYNG,55100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEA0259,SEKOLAH MENENGAH KEBANGSAAN KERAMAT WANGSA,SMK,342510294,"NO 3 JALAN 23/56, OFF TAMAN SETIAWANGSA",54200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,Y,
WEA0260,SEKOLAH MENENGAH KEBANGSAAN TIARA PERMAI,SMK,N,"NO 2A, JALAN 2/18A, TAMAN MASTIARA, JALAN IPOH",51200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,Y,
WEA1001,SEKOLAH MENENGAH SAINS LABUAN,SBP,87461525,"JALAN SUNGAI PAGAR, KAMPUNG SUNGAI PAGAR",87032,WILAYAH PERSEKUTUAN LABUAN,LABUAN,JPWP LABUAN,Bandar,N,
WEA1002,SEKOLAH MENENGAH KEBANGSAAN LAJAU,SMK,87462995,"JALAN POHON BATU, KG LAJAU",87025,WILAYAH PERSEKUTUAN LABUAN,W.P. LABUAN,JPWP LABUAN,Bandar,Y,
WEA1003,SEKOLAH MENENGAH KEBANGSAAN TAMAN PERUMAHAN BEDAUN,SMK,87468679,PETI SURAT 81841,87028,WILAYAH PERSEKUTUAN LABUAN,W.P LABUAN,JPWP LABUAN,Bandar,N,
WEA1004,SEKOLAH MENENGAH KEBANGSAAN PANTAI,SMK,87410863,PETI SURAT 81755 JALAN POHON BATU,87027,WILAYAH PERSEKUTUAN LABUAN,W.P. LABUAN,JPWP LABUAN,Bandar,N,
WEA1005,SEKOLAH MENENGAH KEBANGSAAN RANCHA-RANCHA,SMK,87509181,"JALAN BUKIT BESAR, KG. SG. LY",87024,WILAYAH PERSEKUTUAN LABUAN,LABUAN,JPWP LABUAN,Bandar,N,
WEA2001,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 8(1),SMK,388880200,"NO. 4, JALAN P8, PRESINT 8",62250,WILAYAH PERSEKUTUAN PUTRAJAYA,PUTRAJAYA,JPWP PUTRAJAYA,Bandar,N,
WEA2002,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 9(1),SMK,388885150,"JALAN P9F, PRESINT 9",62250,WILAYAH PERSEKUTUAN PUTRAJAYA,PUTRAJAYA,JPWP PUTRAJAYA,Bandar,N,
WEA2003,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 16(1),SMK,388880248,"JLN P16G, PRESINT 16",62150,WILAYAH PERSEKUTUAN PUTRAJAYA,PUTRAJAYA,JPWP PUTRAJAYA,Bandar,N,
WEA2004,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 11(1),SMK,388887100,"JALAN P11J1, PRESINT 11",62300,WILAYAH PERSEKUTUAN PUTRAJAYA,PUTRAJAYA,JPWP PUTRAJAYA,Bandar,Y,
WEA2005,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 9(2),SMK,388811207,"JALAN P9A, PRESINT 9",62250,WILAYAH PERSEKUTUAN PUTRAJAYA,PUTRAJAYA,JPWP PUTRAJAYA,Bandar,Y,
WEA2006,SEKOLAH SULTAN ALAM SHAH,SBP,388883763,"PARCEL G, PRESINT 1",62520,WILAYAH PERSEKUTUAN PUTRAJAYA,PUTRAJAYA,JPWP PUTRAJAYA,Bandar,N,
WEA2007,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 14(1),SMK,388902950,"NO. 1A, JALAN P14, PRESINT 14",62300,WILAYAH PERSEKUTUAN PUTRAJAYA,PUTRAJAYA,JPWP PUTRAJAYA,Bandar,Y,
WEA2008,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 11(2),SMK,388903490,"NO 1, JALAN P11C, PRESINT 11",62300,WILAYAH PERSEKUTUAN PUTRAJAYA,PUTRAJAYA,JPWP PUTRAJAYA,Bandar,N,
WEA2009,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 18(1),SMK,388905420,"JALAN P18, PRESINT 18",62150,WILAYAH PERSEKUTUAN PUTRAJAYA,PUTRAJAYA,JPWP PUTRAJAYA,Bandar,Y,
WEA2010,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 5(1),SMK,388610565,"JALAN P5A/5, PRESINT 5",62000,WILAYAH PERSEKUTUAN PUTRAJAYA,PUTRAJAYA,JPWP PUTRAJAYA,Bandar,N,
WEB0206,SEKOLAH MENENGAH KEBANGSAAN SERI AMPANG,SMK,321487065,JALAN DAMAI OFF JALAN AMPANG,55000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,Y,
WEB0207,SEKOLAH MENENGAH KEBANGSAAN PUTERI AMPANG,SMK,321487797,JALAN DAMAI OFF JALAN AMPANG,55000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,N,
WEB0208,SEKOLAH MENENGAH KEBANGSAAN (P) AIR PANAS,SMK,340234886,"JALAN AIR PANAS, SETAPAK",53200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,N,
WEB0209,SEKOLAH MENENGAH KEBANGSAAN SERI BINTANG UTARA,SMK,392837924,"JALAN 3/91, TAMAN SHAMELIN PERKASA, CHERAS",56100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0210,SEKOLAH MENENGAH KEBANGSAAN CHERAS,SMK,391318517,"JALAN YAACOB LATIF, BANDAR TUN RAZAK",56000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0211,SEKOLAH MENENGAH KEBANGSAAN COCHRANE,SMK,392857387,"JALAN SHAHBANDAR, OFF JALAN COCHRANE",55100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0212,SEKOLAH MENENGAH KEBANGSAAN CONFUCIAN,SMK,320783364,LORONG HANG JEBAT,50150,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0213,SEKOLAH MENENGAH KEBANGSAAN CONVENT BUKIT NANAS,SMK,320780559,JALAN BUKIT NANAS,50250,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,N,
WEB0214,SEKOLAH MENENGAH KEBANGSAAN CONVENT JALAN PEEL,SMK,392846562,JALAN PEEL,55100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0215,SEKOLAH MENENGAH KEBANGSAAN CONVENT SENTUL,SMK,340417190,JALAN  SENTUL,51000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,N,
WEB0216,SEKOLAH MENENGAH KEBANGSAAN TINGGI SETAPAK,SMK,340236191,JALAN AIR JERNIH SETAPAK,53200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,N,
WEB0217,SEKOLAH MENENGAH KEBANGSAAN (P) BANDARAYA,SMK,392210380,CHANGKAT THAMBI DOLLAH,55100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0218,SEKOLAH MENENGAH KEBANGSAAN MAXWELL,SMK,340412895,JALAN TUN ISMAIL,50480,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,N,
WEB0219,SEKOLAH MENENGAH KEBANGSAAN (L) METHODIST,SMK,320782293,"JLN HANG JEBAT, KUALA LUMPUR",50150,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,Y,
WEB0220,SEKOLAH MENENGAH KEBANGSAAN (L) METHODIST SENTUL,SMK,340413870,JALAN SENTUL,51000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,N,
WEB0221,SEKOLAH MENENGAH KEBANGSAAN (P) PUDU,SMK,392212584,"JALAN FOSS, PUDU",55200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0222,SEKOLAH MENENGAH KEBANGSAAN ST. GABRIEL,SMK,392859384,"JALAN PERWIRA, KG PANDAN",55100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0223,ST. JOHN'S INSTITUTION,SMK,320782846,JALAN BUKIT NANAS,50250,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,N,
WEB0224,SEKOLAH MENENGAH KEBANGSAAN ST. MARY,SMK,361377841,"7, JALAN INTAN BAIDURI 5D, TAMAN INTAN BAIDURI",52100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,N,
WEB0225,SEKOLAH MENENGAH KEBANGSAAN (P) METHODIST,SMK,326926010,JLN CENDERASARI,50480,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0226,VICTORIA INSTITUTION,SMK,320782489,JALAN HANG TUAH,55200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0227,SEKOLAH MENENGAH KEBANGSAAN DATOK LOKMAN,SMK,392858754,JALAN KAMPUNG PANDAN,55100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0228,SEKOLAH MENENGAH KEBANGSAAN (P) JALAN IPOH,SMK,362581664,BT 3 1/2 JALAN IPOH,51200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,N,
WEB0229,SEKOLAH MENENGAH KEBANGSAAN SERI PANTAI,SMK,379567409,KAMPUNG KERINCHI,59200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0230,SEKOLAH MENENGAH KEBANGSAAN SERI SENTOSA,SMK,379831764,JALAN KUCHAI LAMA,58200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0231,SEKOLAH MENENGAH KEBANGSAAN DATO' ONN,SMK,392212008,JALAN SAN PENG,55200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0232,SEKOLAH MENENGAH KEBANGSAAN TAMAN MALURI,SMK,392853023,"JLN WIRAWATI 6, TAMAN MALURI",55100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0233,SEKOLAH MENENGAH KEBANGSAAN SERI TITIWANGSA,SMK,340214882,JALAN TEMERLOH,53200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,N,
WEB0234,SEKOLAH MENENGAH KEBANGSAAN PUTERI TITIWANGSA,SMK,326923249,JALAN TEMERLOH,53200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,N,
WEB0235,SEKOLAH MENENGAH KEBANGSAAN VIVEKANANDA,SMK,322741736,"JALAN ROZARIO,  BRICKFIELDS",50470,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0236,SEKOLAH MENENGAH KEBANGSAAN LA SALLE BRICKFIELDS,SMK,322741852,JALAN TUN SAMBANTHAN,50470,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0237,SEKOLAH MENENGAH KEBANGSAAN YAACOB LATIF,SMK,392848870,"LORONG PEEL, OFF JALAN PEEL",55100,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,Y,
WEB0238,SEKOLAH MENENGAH KEBANGSAAN LA SALLE SENTUL,SMK,340417018,JALAN SENTUL,51000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,N,
WEB0243,SEKOLAH MENENGAH KEBANGSAAN DHARMA,SMK,377829908,"KM 10, JLN PUCHONG",58200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WEB0247,SEKOLAH MENENGAH KEBANGSAAN CHONG HWA,SMK,340232411,JALAN GOMBAK,53000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,N,
WEB0248,SEKOLAH MENENGAH KEBANGSAAN RAJA ABDULLAH,SMK,362580937,OFF JALAN KEPONG,52000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,N,
WEB0249,SEKOLAH MENENGAH KEBANGSAAN JINJANG,SMK,362576438,"JALAN JINJANG SETIA, JINJANG UTARA",52000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,N,
WEB0256,SEKOLAH MENENGAH KEBANGSAAN BANGSAR,SMK,322847134,"LORONG MAAROF 1, BANGSAR PARK, BANGSAR",59000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,Y,
WEE1011,SEKOLAH MENENGAH KEBANGSAAN LABUAN,SMK,87412450,PETI SURAT 81094,87021,WILAYAH PERSEKUTUAN LABUAN,LABUAN,JPWP LABUAN,Bandar,N,
WEE1015,SEKOLAH MENENGAH KEBANGSAAN MUTIARA,SMK,87412532,PETI SURAT 81367,87027,WILAYAH PERSEKUTUAN LABUAN,W.P. LABUAN,JPWP LABUAN,Bandar,Y,
WFE1019,SEKOLAH MENENGAH KEBANGSAAN ST ANNE,SMK,87412955,PETI  SURAT 81072,87020,WILAYAH PERSEKUTUAN LABUAN,W.P. LABUAN,JPWP LABUAN,Bandar,N,
WFE1022,SEKOLAH MENENGAH KEBANGSAAN ST ANTHONY,SMK,87412985,PETI SURAT 81395,87023,WILAYAH PERSEKUTUAN LABUAN,W.P. LABUAN,JPWP LABUAN,Bandar,N,
WFT0001,SMA MAJLIS AGAMA ISLAM WILAYAH PERSEKUTUAN,SM SABK,391713661,"NO.2 JALAN SRI PERMAISURI, BDR SRI PERMAISURI",56000,WILAYAH PERSEKUTUAN KUALA LUMPUR,CHERAS,PPW BANGSAR PUDU,Bandar,N,
WFT0002,SEKOLAH MENENGAH INTEGRASI SAINS TAHFIZ (SMISTA) MAIWP,SM SABK,391711005,D/A MASJID SAIDINA OTHMAN IBN AFFAN,56000,WILAYAH PERSEKUTUAN KUALA LUMPUR,"BANDAR TUN RAZAK , CHERAS",PPW BANGSAR PUDU,Bandar,N,
WHA0001,KOLEJ VOKASIONAL ERT SETAPAK,KV,341421085,"JALAN GENTING KLANG, SETAPAK",53300,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,N,
WHA0002,KOLEJ VOKASIONAL SETAPAK,KV,341495578,JALAN GENTING KLANG,53300,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW KERAMAT,Bandar,N,
WHA1099,KOLEJ VOKASIONAL LABUAN,KV,87461970,PETI SURAT 80276,87013,WILAYAH PERSEKUTUAN LABUAN,LABUAN,JPWP LABUAN,Bandar,N,
WKB0001,SMT CHERAS,SMT,391318052,"JALAN YAACOB LATIF, BANDAR TUN RAZAK",56000,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW BANGSAR PUDU,Bandar,N,
WRA0004,SMA KUALA LUMPUR,SMKA,362758923,"JALAN 2/62 BANDAR MENJALARA, KEPONG",52200,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,PPW SENTUL,Bandar,N,
WRA2001,SEKOLAH MENENGAH KEBANGSAAN AGAMA PUTRAJAYA,SMKA,388881678,"NO.3, JALAN MELINJAU P11E, PRESINT 11",62300,WILAYAH PERSEKUTUAN PUTRAJAYA,PUTRAJAYA,JPWP PUTRAJAYA,Bandar,N,
XEA1001,SEKOLAH MENENGAH KEBANGSAAN TULID,SMK,N,PETI SURAT 1236,89008,SABAH,KENINGAU,PPD KENINGAU,Luar Bandar,N,
XEA1057,SEKOLAH MENENGAH KEBANGSAAN APIN-APIN,SMK,87335122,PETI SURAT 464,89008,SABAH,KENINGAU,PPD KENINGAU,Luar Bandar,Y,
XEA1058,SEKOLAH MENENGAH KEBANGSAAN KENINGAU,SMK,87333107,PETI SURAT 272,89008,SABAH,KENINGAU,PPD KENINGAU,Luar Bandar,N,
XEA1059,SEKOLAH MENENGAH KEBANGSAAN KENINGAU II,SMK,87391280,PETI SURAT 1994,89008,SABAH,KENINGAU,PPD KENINGAU,Luar Bandar,N,
XEA1060,SEKOLAH MENENGAH KEBANGSAAN SOOK,SMK,87365464,PETI SURAT 1613,89008,SABAH,KENINGAU,PPD KENINGAU,Luar Bandar,Y,
XEA1061,SEKOLAH MENENGAH KEBANGSAAN GUNSANAD II,SMK,87336879,PETI SURAT 2085,89008,SABAH,KENINGAU,PPD KENINGAU,Bandar,N,
XEA1111,SEKOLAH MENENGAH KEBANGSAAN NABAWAN,SMK,87366215,PETI SURAT 68,89957,SABAH,NABAWAN,PPD PENSIANGAN,Luar Bandar,Y,
XEA1112,SEKOLAH MENENGAH KEBANGSAAN SEPULOT NABAWAN,SMK,N,PETI SURAT 53,89950,SABAH,NABAWAN,PPD PENSIANGAN,Luar Bandar,Y,
XEA1113,SEKOLAH MENENGAH KEBANGSAAN NABAWAN II,SMK,87366857,PETI SURAT 30,89957,SABAH,NABAWAN,PPD PENSIANGAN,Luar Bandar,N,
XEA1219,SEKOLAH MENENGAH KEBANGSAAN TAMBUNAN,SMK,87774097,PETI SURAT 30,89657,SABAH,TAMBUNAN,PPD TAMBUNAN,Luar Bandar,N,
